"","name","sex","total"
"1082","Marlee","F",11826
"1083","Phoenix","F",11811
"1084","Adonis","M",11805
"1085","Braeden","M",11771
"1086","Brycen","M",11768
"1087","Nico","M",11768
"1088","Blake","F",11761
"1089","Mercedes","F",11757
"1090","Jaden","F",11748
"1091","Estrella","F",11740
"1092","Dane","M",11726
"1093","Ezequiel","M",11719
"1094","Deandre","M",11707
"1095","Teresa","F",11661
"1096","Hailee","F",11633
"1097","Yaretzi","F",11630
"1098","Juniper","F",11607
"1099","Jayceon","M",11606
"1100","Briella","F",11605
"1101","Jamison","M",11603
"1102","Sidney","F",11596
"1103","Millie","F",11595
"1104","Roy","M",11586
"1105","Roger","M",11583
"1106","Sam","M",11575
"1107","Dayana","F",11549
"1108","Killian","M",11522
"1109","Halle","F",11514
"1110","Maia","F",11506
"1111","Lillie","F",11487
"1112","Ellis","M",11484
"1113","Leia","F",11478
"1114","Jensen","M",11455
"1115","Raelyn","F",11452
"1116","Alani","F",11448
"1117","Liberty","F",11418
"1118","Quinton","M",11405
"1119","Rosemary","F",11397
"1120","Rachael","F",11395
"1121","Bryanna","F",11383
"1122","Yesenia","F",11378
"1123","Mikaela","F",11359
"1124","Malakai","M",11335
"1125","Dahlia","F",11329
"1126","Alyson","F",11309
"1127","Anika","F",11303
"1128","Madyson","F",11273
"1129","Braylen","M",11271
"1130","Kirsten","F",11267
"1131","Melina","F",11264
"1132","Bailee","F",11256
"1133","Raquel","F",11251
"1134","Reese","M",11246
"1135","Liana","F",11239
"1136","Francis","M",11218
"1137","Clark","M",11199
"1138","Freya","F",11172
"1139","Skyla","F",11162
"1140","Yahir","M",11161
"1141","Atlas","M",11154
"1142","Arlo","M",11140
"1143","Terry","M",11127
"1144","Kellen","M",11122
"1145","Isaias","M",11095
"1146","Mekhi","M",11046
"1147","Colten","M",11040
"1148","Lisa","F",11039
"1149","Nataly","F",11014
"1150","Jayleen","F",11012
"1151","Averie","F",11008
"1152","Lainey","F",11004
"1153","Daxton","M",10994
"1154","Jadyn","F",10977
"1155","Tommy","M",10966
"1156","Kadence","F",10949
"1157","Frances","F",10946
"1158","Zuri","F",10938
"1159","Zariah","F",10931
"1160","Alijah","M",10925
"1161","Jessie","F",10924
"1162","Brinley","F",10914
"1163","Ahmad","M",10908
"1164","Angelique","F",10894
"1165","Kailyn","F",10874
"1166","Nelson","M",10867
"1167","Kieran","M",10842
"1168","Evelynn","F",10795
"1169","Evie","F",10791
"1170","Armani","M",10773
"1171","Lexie","F",10767
"1172","Dexter","M",10764
"1173","Alonzo","M",10761
"1174","Camron","M",10758
"1175","Gianni","M",10747
"1176","Lawson","M",10742
"1177","Nylah","F",10739
"1178","Landyn","M",10713
"1179","Carolyn","F",10696
"1180","Johan","M",10683
"1181","Mckinley","F",10672
"1182","Nathanael","M",10647
"1183","Micheal","M",10630
"1184","Kelvin","M",10622
"1185","Lorelei","F",10617
"1186","Quincy","M",10617
"1187","Lesly","F",10615
"1188","Martha","F",10587
"1189","Melvin","M",10578
"1190","Rodney","M",10574
"1191","Kamden","M",10572
"1192","Shaun","M",10534
"1193","Adaline","F",10528
"1194","Paulina","F",10526
"1195","Aisha","F",10515
"1196","Ahmed","M",10509
"1197","Irene","F",10506
"1198","Laney","F",10500
"1199","Alvin","M",10427
"1200","Edith","F",10418
"1201","Finnegan","M",10415
"1202","Cara","F",10391
"1203","Noe","M",10373
"1204","Jon","M",10371
"1205","Byron","M",10350
"1206","Jeffery","M",10321
"1207","Tabitha","F",10315
"1208","Luciana","F",10303
"1209","Jaliyah","F",10282
"1210","Janiya","F",10281
"1211","Guillermo","M",10275
"1212","Danica","F",10261
"1213","Ashlee","F",10235
"1214","Skylar","M",10205
"1215","Sullivan","M",10194
"1216","Giuliana","F",10181
"1217","Selah","F",10162
"1218","Ellen","F",10139
"1219","Mariam","F",10121
"1220","Major","M",10117
"1221","Kayson","M",10108
"1222","Hayes","M",10081
"1223","Sterling","M",10081
"1224","Demetrius","M",10078
"1225","Gracelynn","F",10028
"1226","Kristian","M",9986
"1227","Kaliyah","F",9948
"1228","Isabela","F",9943
"1229","Nathalie","F",9926
"1230","Simone","F",9908
"1231","Brylee","F",9903
"1232","Moshe","M",9902
"1233","Magnolia","F",9883
"1234","Wilson","M",9879
"1235","Cecelia","F",9870
"1236","Jenny","F",9863
"1237","Thea","F",9858
"1238","Ariel","M",9835
"1239","Asa","M",9795
"1240","Cristina","F",9792
"1241","Javon","M",9788
"1242","Carla","F",9777
"1243","Reyna","F",9754
"1244","Elaine","F",9745
"1245","Aleena","F",9712
"1246","Ayanna","F",9709
"1247","Isiah","M",9705
"1248","Krystal","F",9675
"1249","Terrance","M",9670
"1250","Jamal","M",9666
"1251","Braelyn","F",9663
"1252","Daleyza","F",9648
"1253","Amya","F",9642
"1254","Cierra","F",9630
"1255","Odin","M",9623
"1256","Alma","F",9620
"1257","Rhys","M",9582
"1258","Emilie","F",9570
"1259","Kian","M",9556
"1260","Davion","M",9548
"1261","Taryn","F",9542
"1262","Marisa","F",9535
"1263","Winter","F",9528
"1264","Jaylah","F",9526
"1265","Ryland","M",9511
"1266","India","F",9492
"1267","Deanna","F",9485
"1268","Madilynn","F",9485
"1269","Amani","F",9464
"1270","Bobby","M",9457
"1271","Kody","M",9434
"1272","Harlow","F",9429
"1273","Bodhi","M",9422
"1274","Alisha","F",9416
"1275","Harley","M",9406
"1276","Raiden","M",9394
"1277","Zayne","M",9378
"1278","Zaiden","M",9368
"1279","Elsa","F",9359
"1280","Felipe","M",9355
"1281","Mohammad","M",9346
"1282","Kaitlynn","F",9331
"1283","Mohammed","M",9327
"1284","Tomas","M",9325
"1285","Lea","F",9321
"1286","Addisyn","F",9318
"1287","Abbigail","F",9309
"1288","Sage","M",9303
"1289","Winston","M",9296
"1290","Kaleigh","F",9292
"1291","Brittney","F",9273
"1292","Talon","M",9262
"1293","Cason","M",9257
"1294","Margot","F",9236
"1295","Zoie","F",9204
"1296","Billy","M",9176
"1297","Greta","F",9166
"1298","Allan","M",9151
"1299","Paislee","F",9151
"1300","Lewis","M",9143
"1301","Brent","M",9130
"1302","Royce","M",9115
"1303","Noemi","F",9096
"1304","Ariah","F",9087
"1305","Rohan","M",9058
"1306","Jermaine","M",9049
"1307","Omari","M",9041
"1308","Deacon","M",9023
"1309","Cullen","M",9015
"1310","Kasen","M",9015
"1311","Renee","F",9011
"1312","Hendrix","M",9005
"1313","America","F",8991
"1314","Jolie","F",8990
"1315","Raphael","M",8988
"1316","Julien","M",8987
"1317","Luciano","M",8987
"1318","Mira","F",8985
"1319","Kenya","F",8969
"1320","Elyse","F",8952
"1321","Blaine","M",8937
"1322","Mara","F",8909
"1323","Jaxton","M",8906
"1324","Arjun","M",8895
"1325","Tamia","F",8870
"1326","Kellan","M",8861
"1327","Alena","F",8859
"1328","Aldo","M",8853
"1329","Mckayla","F",8832
"1330","Clare","F",8828
"1331","Alayah","F",8823
"1332","Janessa","F",8809
"1333","Jadon","M",8807
"1334","Shania","F",8803
"1335","Susan","F",8790
"1336","Kimora","F",8776
"1337","Bristol","F",8775
"1338","Kailee","F",8775
"1339","Regan","F",8774
"1340","Reginald","M",8765
"1341","Willa","F",8752
"1342","Destinee","F",8736
"1343","Leighton","F",8731
"1344","Rene","M",8731
"1345","Saylor","F",8731
"1346","Lennox","M",8720
"1347","Joey","M",8711
"1348","Mathias","M",8705
"1349","Kamari","M",8701
"1350","Karlee","F",8684
"1351","Leonard","M",8682
"1352","Jaqueline","F",8674
"1353","Elian","M",8663
"1354","Willie","M",8650
"1355","Trace","M",8645
"1356","Malaysia","F",8644
"1357","Jessie","M",8637
"1358","Augustus","M",8618
"1359","Gerald","M",8615
"1360","Harry","M",8609
"1361","Toby","M",8596
"1362","Demi","F",8590
"1363","Shiloh","F",8577
"1364","Chaya","F",8571
"1365","Matthias","M",8551
"1366","Maryam","F",8550
"1367","Haleigh","F",8540
"1368","Ashanti","F",8536
"1369","Blair","F",8522
"1370","Kendall","M",8514
"1371","Barbara","F",8501
"1372","Myah","F",8496
"1373","Arely","F",8491
"1374","Ansley","F",8485
"1375","Cannon","M",8485
"1376","Neil","M",8482
"1377","Alaia","F",8469
"1378","Lilyana","F",8469
"1379","Eileen","F",8466
"1380","Yareli","F",8464
"1381","Siena","F",8463
"1382","Bailey","M",8454
"1383","Dayton","M",8451
"1384","Jaycee","F",8445
"1385","Beatrice","F",8435
"1386","Kaylynn","F",8435
"1387","Elianna","F",8412
"1388","Emelia","F",8404
"1389","Harvey","M",8402
"1390","Armani","F",8396
"1391","Lee","M",8395
"1392","Niko","M",8393
"1393","Celine","F",8386
"1394","Tania","F",8376
"1395","Alexus","F",8366
"1396","Branden","M",8352
"1397","Zaria","F",8351
"1398","Aryanna","F",8339
"1399","Addilyn","F",8325
"1400","Terrell","M",8318
"1401","Santino","M",8317
"1402","Dominique","F",8316
"1403","Stanley","M",8308
"1404","Sharon","F",8305
"1405","Jaelynn","F",8304
"1406","Jaydon","M",8302
"1407","Deborah","F",8289
"1408","Jaida","F",8276
"1409","Craig","M",8274
"1410","Meadow","F",8258
"1411","Lilith","F",8253
"1412","Matilda","F",8247
"1413","Cheyanne","F",8242
"1414","Kenny","M",8241
"1415","Clay","M",8221
"1416","Jaylin","M",8208
"1417","Alia","F",8181
"1418","Saige","F",8179
"1419","Jaylynn","F",8177
"1420","Zachery","M",8173
"1421","Sonia","F",8171
"1422","Leanna","F",8152
"1423","Paula","F",8148
"1424","Annabel","F",8136
"1425","Ben","M",8132
"1426","Marlon","M",8127
"1427","Charley","F",8126
"1428","Judith","F",8119
"1429","Braelynn","F",8111
"1430","Celia","F",8105
"1431","Carley","F",8099
"1432","Brodie","M",8087
"1433","Myra","F",8082
"1434","Kaya","F",8059
"1435","Bria","F",8057
"1436","Caylee","F",8022
"1437","Rogelio","M",8017
"1438","Boston","M",8005
"1439","Gisselle","F",7996
"1440","Luz","F",7996
"1441","Bowen","M",7995
"1442","Aliya","F",7980
"1443","Adrienne","F",7966
"1444","Dominik","M",7966
"1445","Darian","M",7962
"1446","Audrina","F",7961
"1447","Sincere","M",7944
"1448","Maritza","F",7941
"1449","Laurel","F",7939
"1450","Kasey","F",7922
"1451","Aiyana","F",7918
"1452","Jamie","M",7914
"1453","Colette","F",7909
"1454","Jacoby","M",7903
"1455","Hana","F",7898
"1456","Janae","F",7897
"1457","Corinne","F",7891
"1458","Madalynn","F",7891
"1459","Marquis","M",7878
"1460","Ray","M",7873
"1461","Isis","F",7867
"1462","Dorothy","F",7864
"1463","Vicente","M",7850
"1464","Will","M",7848
"1465","Dax","M",7843
"1466","Milan","M",7831
"1467","Brendon","M",7825
"1468","Carlie","F",7825
"1469","Roland","M",7821
"1470","Nikolai","M",7818
"1471","Memphis","M",7817
"1472","Miah","F",7816
"1473","Giana","F",7811
"1474","Thalia","F",7805
"1475","Jolene","F",7801
"1476","Remy","M",7799
"1477","Layne","M",7789
"1478","Ashleigh","F",7788
"1479","Adelina","F",7785
"1480","Ally","F",7785
"1481","Amiya","F",7782
"1482","Marlene","F",7771
"1483","Araceli","F",7769
"1484","Larissa","F",7768
"1485","Charli","F",7763
"1486","Jefferson","M",7762
"1487","Anabelle","F",7757
"1488","Hattie","F",7744
"1489","Macey","F",7740
"1490","Conrad","M",7731
"1491","Steve","M",7724
"1492","Alessandro","M",7721
"1493","Jaylin","F",7708
"1494","Giovanna","F",7697
"1495","Carlee","F",7695
"1496","Haylie","F",7678
"1497","Kayden","F",7676
"1498","Korbin","M",7676
"1499","Kallie","F",7671
"1500","Alfonso","M",7654
"1501","Tia","F",7653
"1502","Triston","M",7651
"1503","Maleah","F",7650
"1504","Jaiden","F",7649
"1505","Mollie","F",7638
"1506","Terrence","M",7610
"1507","Emmalyn","F",7598
"1508","Amelie","F",7596
"1509","Kolby","M",7596
"1510","Janet","F",7585
"1511","Carissa","F",7582
"1512","Oakley","F",7580
"1513","Aliza","F",7573
"1514","Rory","F",7565
"1515","Ronin","M",7564
"1516","Natalee","F",7544
"1517","Ronnie","M",7544
"1518","Ariyah","F",7541
"1519","Ulises","M",7535
"1520","Emmy","F",7532
"1521","Zayn","M",7524
"1522","Uriah","M",7519
"1523","Aron","M",7517
"1524","Kiersten","F",7510
"1525","Iliana","F",7508
"1526","Charleigh","F",7503
"1527","Hank","M",7501
"1528","Taliyah","F",7495
"1529","Osvaldo","M",7493
"1530","Otto","M",7493
"1531","Aimee","F",7487
"1532","Rayna","F",7487
"1533","Ingrid","F",7486
"1534","Ann","F",7475
"1535","Jerome","M",7471
"1536","Kailani","F",7469
"1537","Alaya","F",7467
"1538","Soren","M",7466
"1539","Jaylon","M",7459
"1540","Karissa","F",7456
"1541","Kylan","M",7456
"1542","Benson","M",7454
"1543","Kenna","F",7450
"1544","Trevon","M",7446
"1545","Hamza","M",7440
"1546","Leyla","F",7427
"1547","Julianne","F",7426
"1548","Case","M",7422
"1549","Lara","F",7420
"1550","Jaylene","F",7407
"1551","Charity","F",7402
"1552","Pamela","F",7400
"1553","Kristin","F",7374
"1554","Wayne","M",7374
"1555","Chanel","F",7364
"1556","Yasmine","F",7364
"1557","Princeton","M",7360
"1558","London","M",7353
"1559","Sariah","F",7351
"1560","Yusuf","M",7350
"1561","Salma","F",7336
"1562","Karsyn","F",7333
"1563","Mabel","F",7323
"1564","Jacquelyn","F",7322
"1565","Cataleya","F",7307
"1566","Cedric","M",7300
"1567","Kareem","M",7296
"1568","Jaylee","F",7295
"1569","Marianna","F",7289
"1570","Amirah","F",7283
"1571","Damion","M",7281
"1572","Johnathon","M",7271
"1573","Mae","F",7262
"1574","Callum","M",7251
"1575","Mina","F",7245
"1576","Eden","M",7244
"1577","Wren","F",7222
"1578","Bo","M",7219
"1579","Renata","F",7215
"1580","Lorelai","F",7214
"1581","Layton","M",7211
"1582","Dallas","F",7210
"1583","Ryann","F",7207
"1584","Kole","M",7192
"1585","Avianna","F",7184
"1586","Galilea","F",7184
"1587","Lennon","F",7173
"1588","Hunter","F",7164
"1589","Keagan","M",7158
"1590","Abril","F",7157
"1591","Alonso","M",7148
"1592","Elisha","M",7136
"1593","Eugene","M",7129
"1594","Ivanna","F",7128
"1595","Pearl","F",7121
"1596","Lilianna","F",7118
"1597","Deshawn","M",7104
"1598","Tyrone","M",7093
"1599","Kensley","F",7092
"1600","Rudy","M",7089
"1601","Zechariah","M",7088
"1602","Aviana","F",7083
"1603","Duncan","M",7080
"1604","Kyson","M",7074
"1605","Joslyn","F",7069
"1606","Remington","F",7062
"1607","Joyce","F",7059
"1608","Theresa","F",7047
"1609","Abbie","F",7045
"1610","Micah","F",7045
"1611","Precious","F",7042
"1612","Jamarion","M",7040
"1613","Rodolfo","M",7035
"1614","Alvaro","M",7033
"1615","Brisa","F",7028
"1616","Tamara","F",7027
"1617","Princess","F",7026
"1618","Cassie","F",7025
"1619","Keyla","F",7015
"1620","Ramiro","M",7007
"1621","Danika","F",7002
"1622","Leona","F",6999
"1623","Crew","M",6993
"1624","Lucian","M",6993
"1625","Esperanza","F",6986
"1626","Milan","F",6980
"1627","Jasiah","M",6955
"1628","Karlie","F",6954
"1629","Jewel","F",6934
"1630","Roselyn","F",6928
"1631","Reina","F",6920
"1632","Darrell","M",6915
"1633","Azalea","F",6911
"1634","Milani","F",6909
"1635","Gina","F",6903
"1636","Ashton","F",6901
"1637","Jarrett","M",6894
"1638","Cristopher","M",6892
"1639","Mayra","F",6890
"1640","Xzavier","M",6880
"1641","Sherlyn","F",6873
"1642","Paloma","F",6870
"1643","Rolando","M",6866
"1644","Jairo","M",6864
"1645","Stevie","F",6860
"1646","Gillian","F",6855
"1647","Zain","M",6843
"1648","Emory","F",6827
"1649","Maisie","F",6819
"1650","Livia","F",6818
"1651","Abbey","F",6816
"1652","Raina","F",6812
"1653","Lina","F",6803
"1654","Kaley","F",6799
"1655","Frida","F",6790
"1656","Jazlynn","F",6789
"1657","Monserrat","F",6785
"1658","Astrid","F",6784
"1659","Kelsie","F",6784
"1660","Junior","M",6783
"1661","Lorena","F",6781
"1662","Maren","F",6778
"1663","Samson","M",6772
"1664","Makai","M",6769
"1665","Litzy","F",6768
"1666","Kehlani","F",6760
"1667","Kierra","F",6750
"1668","Kaiya","F",6746
"1669","Malaya","F",6745
"1670","Ayana","F",6743
"1671","Rex","M",6736
"1672","Tatum","M",6734
"1673","Royal","M",6728
"1674","Tristin","M",6711
"1675","Braiden","M",6689
"1676","Harold","M",6685
"1677","Tess","F",6684
"1678","Aliana","F",6677
"1679","Chana","F",6670
"1680","Emmalee","F",6664
"1681","Zackery","M",6662
"1682","Esme","F",6652
"1683","Randall","M",6652
"1684","Gilberto","M",6638
"1685","Monique","F",6638
"1686","Carter","F",6629
"1687","Deja","F",6619
"1688","Aarav","M",6613
"1689","Patience","F",6588
"1690","Stacy","F",6582
"1691","Saniyah","F",6581
"1692","Wynter","F",6574
"1693","Keenan","M",6572
"1694","Noa","F",6569
"1695","Amalia","F",6564
"1696","Jazmyn","F",6559
"1697","Dwayne","M",6554
"1698","Saniya","F",6553
"1699","Octavia","F",6547
"1700","Leonidas","M",6534
"1701","Ayaan","M",6533
"1702","Forrest","M",6521
"1703","Aryan","M",6520
"1704","Belen","F",6516
"1705","Rayan","M",6508
"1706","Kaylyn","F",6496
"1707","Alden","M",6491
"1708","Jagger","M",6490
"1709","Bruno","M",6485
"1710","Marcelo","M",6477
"1711","Callen","M",6463
"1712","Yosef","M",6461
"1713","Alisa","F",6458
"1714","Xiomara","F",6453
"1715","Kenia","F",6452
"1716","Sky","F",6446
"1717","Kenley","F",6436
"1718","Kora","F",6429
"1719","Carina","F",6397
"1720","Cherish","F",6396
"1721","Edison","M",6396
"1722","Jamir","M",6390
"1723","Lylah","F",6389
"1724","Mattie","F",6384
"1725","Misael","M",6365
"1726","Todd","M",6360
"1727","Tianna","F",6351
"1728","Tyler","F",6346
"1729","Krista","F",6344
"1730","Oakley","M",6333
"1731","Sutton","F",6326
"1732","Moriah","F",6310
"1733","Jayde","F",6300
"1734","Samir","M",6295
"1735","Markus","M",6281
"1736","Averi","F",6273
"1737","Tiara","F",6268
"1738","Kalani","F",6266
"1739","Emmitt","M",6258
"1740","Kaylani","F",6257
"1741","Ophelia","F",6251
"1742","Zion","F",6250
"1743","Laylah","F",6249
"1744","Kimber","F",6246
"1745","Yazmin","F",6245
"1746","Bonnie","F",6240
"1747","Hadassah","F",6235
"1748","Chaim","M",6220
"1749","Alexzander","M",6200
"1750","Coleman","M",6197
"1751","Joelle","F",6191
"1752","Nola","F",6191
"1753","Julieta","F",6166
"1754","Aryana","F",6165
"1755","Kori","F",6161
"1756","Kaila","F",6150
"1757","Tyrese","M",6146
"1758","Sonny","M",6142
"1759","Nathaly","F",6138
"1760","Avah","F",6131
"1761","Tripp","M",6124
"1762","Anabella","F",6117
"1763","Rihanna","F",6105
"1764","Carmelo","M",6091
"1765","Zaire","M",6090
"1766","Zahra","F",6087
"1767","Draven","M",6075
"1768","Gilbert","M",6070
"1769","Jemma","F",6062
"1770","Cassius","M",6057
"1771","Hezekiah","M",6057
"1772","Davin","M",6055
"1773","Abdullah","M",6051
"1774","Quintin","M",6037
"1775","Lailah","F",6036
"1776","Sylas","M",6034
"1777","Madden","M",6023
"1778","Rashad","M",6022
"1779","Libby","F",6020
"1780","Hassan","M",5999
"1781","Zaniyah","F",5992
"1782","Harlee","F",5986
"1783","Fletcher","M",5981
"1784","Adele","F",5977
"1785","Antonia","F",5973
"1786","Angeline","F",5954
"1787","Elliott","F",5949
"1788","Dalia","F",5939
"1789","Rhiannon","F",5938
"1790","Ernest","M",5926
"1791","Tenley","F",5922
"1792","Braylee","F",5920
"1793","Javion","M",5917
"1794","Lionel","M",5917
"1795","Shyanne","F",5916
